Filename,text
Test108.jpg,"based on or was the outcome of the perception and attitudes of the audience toward i. The
majority believed that portrayal of the LGBT communty i Indian movies was montly negative,
whale the same in western movies was pomitive und precise. Even thigh the negative portrayal
of the LOBT themes in Indian cinema was pointed cut, the improvements that have heen made
were ached pod

Following «© the evidence of quotes of the participants for each theme which isthe source of the
dca,

Accurate portrayal in general
“Generally I wend say. they... the portrayal is good ~

“See. some LGBT movies are good, amd some are just chamma (simply) make for time pass, for
mar reinma nt Bat the one's mae with effort al al w labs be spread ~

“W's a bokd move and wh. it's i's great becuse the manber of LGBT movies which realty have
LGBT theme and also have some substance in them are very less. and even though they are
ess... dh they are good *

 

‘The cumemt theme refers wo the accurte portayal of the LOBT community in movies. Some
Participants tated that efforts of movies to make the actual depiction of the LOBT life was
paying off hecause they were ampron ing an beth content and portrayal

Inaccurate portray al tn Indian me vies

“Hvar re poking aos Indien mes the are mot at all accra bec mse they ave mo bes
what LGBT means”

tm thes Keanmends film she Ube tihimeg that wermuan teat suadhemt che likes that guy Bt s (ihe ham
can the do that? When you're herving like. that other girl all of a sudiem she goes away amd
saachenly yom Tl te Bike within seconds you Tl like thst gone How és that ever pomsitble?~"
Test109.jpg,
Test113.jpg,
Test114.jpg,
Test117.jpg,
Test119.jpg,"@eeeo Verizon LTE 10:47 AM —@% 34% HD

| apologize for anything negative
I've said towards gays and for that
matter anyone. | was young,
ignorant, stupid, and in a bad
place. I've moved on and learned
from my mistakes and | am so
truly sorry to anyone |"
Test122.jpg,
Test125.jpg,"BITCH

GHETTO __
ILLEGAL ALIEN

NO HOMO
RETARDED & LAME
THAT'S SO GAY
WHORE/HO & SLUT"
Test126.jpg,
Test128.jpg,
Test129.jpg,
Test131.jpg,
Test132.jpg,
Test133.jpg,
Test134.jpg,
Test135.jpg,"So you oppose gay rights
because of the Bible?
Unless you also try to outlaw
-Shrime cocktails (Lev. 11:9)
-Cursing (Lev. 24:16)
-Women’s jeans (Deut. 22:5)
“Arrogance (Prov. 16:5)
-Lying (Prov. 12:22)
-Bacon (Lev. 11:7)
-Adultery (Deut. 22:23)
-Working on Suriday (Num. 15:32)

please shut the hell up!"
Test136.jpg,"e.
P >"
Test140.jpg,
Test141.jpg,=
Test143.jpg,ee |
Test144.jpg,
Test145.jpg,
Test149.jpg,
Test151.jpg,
Test152.jpg,
Test154.jpg,"Few Say Being LGRT Is 4 Negative
Factor in Theis tite

ey ee raat arennn pte

sees
=
—-— = -
—~— =
comes, Bp 2 | ”"
Test158.jpg,
Test160.jpg,fos
Test161.jpg,
Test162.jpg,
Test164.jpg,
Test165.jpg,
Test166.jpg,
Test168.jpg,
Test172.jpg,
Test173.jpg,
Test176.jpg,
Test179.jpg,"cee eet eo my ie tee any ee tr oe
es et tne

(nt my 2 pee of ng thn De yh ye"
Test180.jpg,
Test181.jpg,
Test183.jpg,"“Ky
a
ry
ms

 

”
EE
u
a
mm
- Fe
14
@ Es
zF
wit
i]
-"
Test187.jpg,
Test188.jpg,
Test191.jpg,"jaybs121|4| =

@) Added Me

 

Everyone add my new
Snapchat or comment
names below. I'll be posting
positive quotes every day ©
Igbtpride loveislove Igbt trans
transmatter transgender
transgirl transmale lesbian
lesbiansex gaypride gay bi
bisexualpride bisexual bipride
asexual asexualpride
pansexualpride pansexual
protecttranskids pride swag ftm
mtf"
Test192.jpg,
Test194.jpg,rl
Test198.jpg,"Anti-LGBT: States that have laws restricting teachers and staff from
talking about LGBT issues at school"
Test201.jpg,
Test204.jpg,
Test206.jpg,
Test209.jpg,
Test211.jpg,
Test212.jpg,"{sh
a
D"
Test213.jpg,
Test216.jpg,
Test218.jpg,
Test221.jpg,
Test225.jpg,
Test227.jpg,
Test228.jpg,
Test230.jpg,"Top Pro & Con
Quotes"
Test231.jpg,
Test232.jpg,
Test233.jpg,
Test234.jpg,
Test236.jpg,
Test237.jpg,
Test238.jpg,
Test239.jpg,"learned this the hard way...

“You either say how you feel and fuck
it up or say nothing and let it fuck you
up instead.”"
Test240.jpg,
Test242.jpg,"“You either say how you feel and fuck
{it up or say nothing and let it fuck you
up instead.”"
Test243.jpg,"LGBTQ FREEDOM
= Middle Eas"
Test244.jpg,
Test245.jpg,"Anti-Bullying: States that have laws prohibiting bullying of students on
the bases of sexual orientation and gender identity

Massachusetts,
Minnesota iy, x
Nevada

New Hampshire —«é
New Jersey

New York

North Carolina"
Test249.jpg,
Test250.jpg,WWW.GDBLOG.NET
